year,selling_price,km_driven,fuel,seller_type,transmission,owner,mileage,engine,max_power,torque,seats
2010,250000,110000,Diesel,Individual,Manual,Second Owner,21.0,1248 CC,73.0,190Nm@ 2000rpm,5.0
2017,1100000,37000,Diesel,Individual,Manual,First Owner,19.0,1582 CC,126.0,259.9Nm@ 1900-2750rpm,5.0
2016,270000,44000,Petrol,Individual,Manual,First Owner,25.0,799 CC,53.0,72Nm@ 4386rpm,5.0
2015,640000,80000,Diesel,Individual,Manual,First Owner,20.0,1248 CC,88.0,200Nm@ 1750rpm,7.0
2015,650000,125000,Diesel,Individual,Manual,First Owner,15.0,2179 CC,140.0,330Nm@ 1600-2800rpm,7.0
2017,409999,13500,Petrol,Individual,Manual,First Owner,15.0,1196 CC,73.0,101Nm@ 3000rpm,5.0
2011,165000,75000,Petrol,Individual,Manual,First Owner,17.0,1086 CC,62.0,96.1Nm@ 3000rpm,5.0
2007,80000,120000,Petrol,Individual,Manual,Second Owner,13.0,1495 CC,94.0,"12.5@ 3,500(kgm@ rpm)",5.0
2012,535000,120000,Diesel,Individual,Manual,First Owner,15.0,2179 CC,140.0,330Nm@ 1600-2800rpm,7.0
2013,700000,70000,Diesel,Individual,Manual,First Owner,12.0,2494 CC,100.0,200Nm@ 1400-3400rpm,7.0
2013,550000,70000,Diesel,Individual,Manual,First Owner,23.0,1248 CC,74.0,190Nm@ 2000rpm,5.0
2019,680000,15000,Petrol,Individual,Automatic,First Owner,19.0,1199 CC,88.0,110Nm@ 4800rpm,5.0
2009,200000,53000,Petrol,Individual,Manual,Second Owner,20.0,1197 CC,78.0,111.8Nm@ 4000rpm,5.0
2014,500000,120000,Diesel,Individual,Manual,Second Owner,23.0,1248 CC,74.0,190Nm@ 2000rpm,5.0
2016,1000000,70000,Diesel,Individual,Manual,First Owner,24.0,1248 CC,88.0,200Nm@ 1750rpm,7.0
2008,110000,120000,Petrol,Individual,Manual,Second Owner,14.0,1341 CC,82.0,"11.8@ 3,200(kgm@ rpm)",5.0
2012,320000,100000,Petrol,Individual,Manual,Second Owner,18.0,1197 CC,80.0,"11.4 kgm at 4,000 rpm",5.0
2005,75000,110000,Diesel,Individual,Manual,Second Owner,,,,,
2015,350000,100000,Petrol,Individual,Manual,First Owner,20.0,1197 CC,83.0,113Nm@ 4200rpm,5.0
2013,170000,162500,Diesel,Individual,Manual,First Owner,19.0,1405 CC,70.0,135.4Nm@ 2500rpm,5.0
2017,800000,39000,Diesel,Individual,Manual,First Owner,22.0,1396 CC,88.0,219.7Nm@ 1500-2750rpm,5.0
2017,500000,75000,Diesel,Individual,Manual,First Owner,26.0,1248 CC,74.0,190Nm@ 2000rpm,5.0
2017,1380000,50000,Diesel,Individual,Automatic,First Owner,17.0,2179 CC,153.0,400Nm@ 1750-2500rpm,7.0
2019,1300000,40000,Diesel,Individual,Manual,First Owner,17.0,1497 CC,121.0,300Nm@ 1750-2500rpm,8.0
2013,530000,92500,Diesel,Individual,Manual,First Owner,22.0,1582 CC,126.0,259.9Nm@ 1900-2750rpm,5.0
2012,360000,158000,Diesel,Individual,Manual,First Owner,23.0,1248 CC,74.0,190Nm@ 2000rpm,5.0
2012,310000,120000,Diesel,Individual,Manual,First Owner,19.0,1248 CC,73.0,190Nm@ 2000rpm,5.0
2015,725000,50000,Diesel,Individual,Manual,Second Owner,26.0,1498 CC,98.0,200Nm@ 1750rpm,5.0
2012,340000,110000,Diesel,Individual,Manual,First Owner,19.0,1248 CC,73.0,190Nm@ 2000rpm,5.0
2017,550000,2000,Diesel,Individual,Manual,Second Owner,25.0,1186 CC,73.0,190.25nm@ 1750-2250rpm,5.0
2011,1150000,181000,Diesel,Individual,Manual,Second Owner,11.0,2982 CC,171.0,343Nm@ 1400-3400rpm,7.0
2016,380000,70000,Diesel,Individual,Manual,First Owner,27.0,1047 CC,69.0,140Nm@ 1800-3000rpm,5.0
2013,350000,90000,Petrol,Individual,Automatic,Second Owner,17.0,1498 CC,99.0,134Nm@ 4000rpm,5.0
2019,610000,2000,Petrol,Individual,Manual,First Owner,18.0,1197 CC,81.0,117nm@ 4000rpm,5.0
2015,525000,20000,Petrol,Individual,Manual,First Owner,20.0,1197 CC,83.0,115Nm@ 4000rpm,5.0
2011,480000,120000,Diesel,Individual,Manual,First Owner,12.0,2494 CC,102.0,20.4@ 1400-3400(kgm@ rpm),7.0
2017,780000,35000,Diesel,Individual,Manual,First Owner,16.0,2498 CC,105.0,247Nm@ 1800-2000rpm,6.0
2012,320000,193000,Diesel,Individual,Manual,First Owner,19.0,1248 CC,73.0,190Nm@ 2000rpm,5.0
2014,375000,80000,Petrol,Individual,Manual,First Owner,20.0,1197 CC,81.0,113Nm@ 4200rpm,5.0
2019,300000,40000,Petrol,Individual,Manual,First Owner,19.0,1198 CC,67.0,104Nm@ 4000rpm,5.0
2015,500000,70000,Diesel,Individual,Manual,Fourth & Above Owner,22.0,1396 CC,88.0,219.7Nm@ 1500-2750rpm,5.0
2011,404000,122358,Diesel,Individual,Manual,First Owner,12.0,2179 CC,120.0,290Nm@ 1800-2800rpm,9.0
2015,500000,75000,Diesel,Individual,Manual,First Owner,14.0,2956 CC,69.0,223Nm@ 1600-2200rpm,7.0
2017,350000,120000,Diesel,Individual,Manual,First Owner,27.0,1047 CC,69.0,140Nm@ 1800-3000rpm,5.0
2015,380000,40000,Petrol,Individual,Manual,First Owner,17.0,1193 CC,88.0,140Nm@ 1500-4000rpm,5.0
2008,114999,95200,Petrol,Individual,Manual,Third Owner,13.0,1495 CC,94.0,"12.5@ 3,500(kgm@ rpm)",5.0
2014,335000,33033,Petrol,Dealer,Manual,First Owner,19.0,1198 CC,86.0,109Nm@ 4500rpm,5.0
2015,465000,63063,Petrol,Dealer,Automatic,First Owner,18.0,1197 CC,82.0,114Nm@ 4000rpm,5.0
2012,290000,60000,Diesel,Individual,Manual,First Owner,21.0,1248 CC,88.0,200Nm@ 1750-3000rpm,5.0
2005,110000,45000,Petrol,Individual,Manual,Second Owner,19.0,796 CC,46.0,62Nm@ 3000rpm,5.0
2011,450000,80000,Diesel,Individual,Manual,Third Owner,11.0,2179 CC,138.0,320Nm@ 1700-2700rpm,7.0
2009,400000,170000,Diesel,Individual,Manual,Second Owner,13.0,2523 CC,63.0,180 Nm at 1440-1500rpm,7.0
2007,210000,207890,Diesel,Individual,Manual,Second Owner,13.0,2523 CC,63.0,180 Nm at 1440-1500rpm,7.0
2018,4600000,7976,Diesel,Individual,Automatic,First Owner,17.0,2143 CC,170.0,400Nm@ 1400-2800rpm,5.0
2016,220000,35000,Petrol,Individual,Manual,First Owner,16.0,796 CC,34.0,59Nm@ 2500rpm,8.0
2017,450000,35000,Petrol,Individual,Manual,First Owner,18.0,1197 CC,82.0,114Nm@ 4000rpm,5.0
2017,450000,35000,Petrol,Individual,Manual,First Owner,18.0,1197 CC,82.0,114Nm@ 4000rpm,5.0
2013,290000,50000,Petrol,Individual,Automatic,First Owner,16.0,1197 CC,78.0,111.8Nm@ 4000rpm,5.0
2016,520000,20000,Petrol,Individual,Manual,First Owner,20.0,1197 CC,81.0,113Nm@ 4200rpm,5.0
2011,265000,20000,Petrol,Individual,Automatic,First Owner,16.0,1197 CC,78.0,111.8Nm@ 4000rpm,5.0
2012,330000,50000,Petrol,Individual,Manual,Second Owner,18.0,1197 CC,85.0,114Nm@ 4000rpm,5.0
2012,330000,50000,Petrol,Individual,Manual,Second Owner,18.0,1197 CC,85.0,114Nm@ 4000rpm,5.0
2014,509999,120000,Diesel,Individual,Manual,First Owner,15.0,2523 CC,62.0,195Nm@ 1400-2200rpm,7.0
2014,500000,70000,Petrol,Individual,Manual,First Owner,17.0,1591 CC,121.0,154.9Nm@ 4200rpm,5.0
2015,525000,50000,Petrol,Individual,Manual,First Owner,17.0,1197 CC,81.0,114.73Nm@ 4000rpm,5.0
2019,675000,16500,Petrol,Individual,Manual,First Owner,21.0,1197 CC,81.0,113Nm@ 4200rpm,5.0
2010,300000,70000,Petrol,Individual,Manual,First Owner,17.0,1197 CC,80.0,"11.4 kgm at 4,000 rpm",5.0
2005,90000,99361,Petrol,Individual,Manual,Second Owner,19.0,796 CC,46.0,62Nm@ 3000rpm,5.0
2017,650000,25000,Diesel,Individual,Manual,First Owner,26.0,1248 CC,74.0,190Nm@ 2000rpm,5.0
2014,409000,70000,Petrol,Individual,Manual,Second Owner,19.0,1197 CC,85.0,114Nm@ 4000rpm,5.0
2015,395000,80000,Diesel,Individual,Manual,Second Owner,24.0,1120 CC,70.0,160Nm@ 1500-2750rpm,5.0
2010,215000,70000,Petrol,Individual,Manual,Second Owner,,,,,
2014,400000,70000,Petrol,Individual,Manual,Second Owner,19.0,1197 CC,85.0,114Nm@ 4000rpm,5.0
2012,120000,60000,Petrol,Individual,Manual,Third Owner,18.0,1199 CC,79.0,108Nm@ 4400rpm,5.0
2018,645000,10000,Petrol,Individual,Automatic,First Owner,20.0,1199 CC,84.0,114Nm@ 3500rpm,5.0
2006,81000,80000,Petrol,Individual,Manual,First Owner,16.0,796 CC,37.0,59Nm@ 2500rpm,4.0
2017,1300000,30000,Diesel,Individual,Manual,First Owner,25.0,1498 CC,97.0,200Nm@ 1750rpm,5.0
2017,1250000,33000,Diesel,Individual,Manual,First Owner,25.0,1498 CC,97.0,200Nm@ 1750rpm,5.0
2013,535000,90000,Petrol,Individual,Manual,Third Owner,16.0,1373 CC,93.0,130Nm@ 4000rpm,7.0
2014,555000,80100,Diesel,Individual,Manual,Second Owner,19.0,1461 CC,108.0,248Nm@ 2250rpm,5.0
2014,725000,120000,Petrol,Individual,Manual,First Owner,17.0,1497 CC,117.0,145Nm@ 4600rpm,5.0
1983,300000,10000,Diesel,Individual,Manual,Third Owner,,,,,
2016,229999,40000,Petrol,Individual,Manual,First Owner,25.0,799 CC,53.0,72Nm@ 4386rpm,5.0
2013,800000,160000,Diesel,Individual,Manual,Second Owner,12.0,2494 CC,100.0,200Nm@ 1200-3600rpm,8.0
2017,409999,47000,Petrol,Individual,Manual,First Owner,20.0,998 CC,67.0,90Nm@ 3500rpm,5.0
2018,1210000,25000,Diesel,Individual,Manual,First Owner,21.0,1396 CC,88.0,219.7Nm@ 1500-2750rpm,5.0
2017,400000,26000,Petrol,Individual,Manual,First Owner,23.0,1199 CC,84.0,114Nm@ 3500rpm,5.0
2018,520000,29000,Diesel,Individual,Manual,First Owner,24.0,1186 CC,73.0,190.24nm@ 1750-2250rpm,5.0
2016,650000,50000,Petrol,Individual,Automatic,First Owner,21.0,1197 CC,83.0,115Nm@ 4000rpm,5.0
2011,325000,58000,Petrol,Individual,Manual,Third Owner,16.0,1298 CC,88.0,"11.5@ 4,500(kgm@ rpm)",5.0
2012,420000,120000,Petrol,Individual,Automatic,First Owner,17.0,1197 CC,85.0,114Nm@ 4000rpm,5.0
2014,400000,50000,Petrol,Individual,Manual,First Owner,20.0,1197 CC,81.0,113Nm@ 4200rpm,5.0
2010,254999,80000,Petrol,Individual,Manual,Fourth & Above Owner,17.0,1197 CC,80.0,"11.4 kgm at 4,000 rpm",5.0
2003,65000,60000,Petrol,Individual,Manual,Fourth & Above Owner,17.0,993 CC,60.0,78Nm@ 4500rpm,5.0
2017,351000,36000,Petrol,Individual,Manual,First Owner,23.0,998 CC,67.0,90Nm@ 3500rpm,5.0
2007,404000,120000,Diesel,Individual,Manual,Third Owner,12.0,2494 CC,102.0,20.4@ 1400-3400(kgm@ rpm),8.0
2011,185000,185000,Diesel,Individual,Manual,Third Owner,21.0,1248 CC,73.0,190Nm@ 2000rpm,5.0
2011,250000,50000,Diesel,Individual,Manual,First Owner,23.0,1461 CC,63.0,160Nm@ 2000rpm,5.0
2002,60000,100000,Petrol,Individual,Manual,Fourth & Above Owner,17.0,993 CC,60.0,78Nm@ 4500rpm,5.0
2013,500000,50000,Petrol,Individual,Manual,Second Owner,17.0,1591 CC,121.0,154.9Nm@ 4200rpm,5.0
2007,85000,80000,Petrol,Individual,Manual,Second Owner,18.0,998 CC,67.0,90Nm@ 3500rpm,5.0
2005,85000,60000,Petrol,Individual,Manual,Second Owner,,,,,
2005,85000,80000,Petrol,Individual,Manual,Fourth & Above Owner,19.0,796 CC,46.0,62Nm@ 3000rpm,5.0
2011,265000,90000,Diesel,Individual,Manual,Fourth & Above Owner,19.0,1248 CC,73.0,190Nm@ 2000rpm,5.0
2010,130000,162000,Petrol,Individual,Manual,Second Owner,19.0,998 CC,66.0,90Nm@ 3500rpm,5.0
2013,480000,110000,Diesel,Individual,Manual,Third Owner,20.0,1248 CC,88.0,200Nm@ 1750rpm,7.0
2008,170000,120000,Diesel,Individual,Manual,Third Owner,17.0,1248 CC,75.0,190Nm@ 2000rpm,5.0
2011,275000,45000,Diesel,Individual,Manual,First Owner,23.0,1461 CC,63.0,160Nm@ 2000rpm,5.0
2005,89000,90000,Petrol,Individual,Manual,Second Owner,18.0,998 CC,67.0,90Nm@ 3500rpm,5.0
2010,170000,90000,Diesel,Individual,Manual,Second Owner,20.0,1399 CC,68.0,160Nm@ 2000rpm,5.0
2019,1090000,16500,Petrol,Dealer,Manual,First Owner,17.0,1197 CC,110.0,200Nm@ 2000-3500rpm,5.0
2017,1100000,67000,Diesel,Individual,Automatic,First Owner,17.0,1582 CC,126.0,259.9Nm@ 1900-2750rpm,5.0
2018,610000,52000,Petrol,Dealer,Manual,First Owner,22.0,1197 CC,81.0,113Nm@ 4200rpm,5.0
2016,335000,40000,Petrol,Dealer,Manual,First Owner,20.0,1198 CC,67.0,104Nm@ 4000rpm,5.0
2015,434999,40000,Petrol,Dealer,Manual,First Owner,18.0,1197 CC,82.0,114Nm@ 4000rpm,5.0
2018,3000000,35000,Diesel,Individual,Manual,First Owner,14.0,2755 CC,174.0,420Nm@ 1400-2600rpm,7.0
2018,390000,13000,Petrol,Dealer,Manual,First Owner,20.0,799 CC,53.0,72Nm@ 4386rpm,5.0
2012,325000,40000,Petrol,Dealer,Manual,First Owner,18.0,1198 CC,86.0,109Nm@ 4500rpm,5.0
2019,640000,10000,Petrol,Dealer,Manual,First Owner,17.0,1198 CC,73.0,110Nm@ 3750rpm,5.0
2012,450000,9000,Petrol,Dealer,Manual,First Owner,16.0,1498 CC,97.0,134Nm@ 4000rpm,5.0
2013,400000,70000,Diesel,Dealer,Manual,Second Owner,23.0,1364 CC,67.0,170Nm@ 1800-2400rpm,5.0
2009,215000,60000,Petrol,Dealer,Manual,First Owner,20.0,1197 CC,78.0,111.8Nm@ 4000rpm,5.0
2014,570000,40000,Diesel,Dealer,Manual,First Owner,20.0,1461 CC,83.0,200Nm@ 1900rpm,5.0
2012,680000,93000,Diesel,Dealer,Manual,First Owner,15.0,2179 CC,140.0,330Nm@ 1600-2800rpm,7.0
2008,325000,80000,Diesel,Individual,Manual,Fourth & Above Owner,12.0,2494 CC,102.0,20.4@ 1400-3400(kgm@ rpm),7.0
2011,150000,50000,Petrol,Individual,Manual,Second Owner,15.0,1193 CC,64.0,100Nm@ 2700rpm,5.0
2013,690000,68000,Petrol,Dealer,Automatic,First Owner,14.0,1797 CC,147.0,177.5Nm@ 4700rpm,5.0
2013,1550000,25000,Diesel,Individual,Automatic,First Owner,14.0,2143 CC,170.0,400Nm@ 1400-2800rpm,5.0
2012,64000,18000,Petrol,Dealer,Manual,First Owner,25.0,624 CC,37.0,51Nm@ 4000rpm,4.0
2013,250000,120000,Diesel,Individual,Manual,First Owner,23.0,1461 CC,63.0,160Nm@ 2000rpm,5.0
2005,65000,35000,Petrol,Individual,Manual,First Owner,18.0,998 CC,67.0,90Nm@ 3500rpm,5.0
2016,550000,60000,Diesel,Individual,Manual,Second Owner,26.0,1248 CC,74.0,190Nm@ 2000rpm,5.0
2010,140000,70000,Petrol,Individual,Manual,Fourth & Above Owner,20.0,1197 CC,78.0,111.7Nm@ 4000rpm,5.0
2016,300000,30000,Petrol,Individual,Manual,First Owner,25.0,799 CC,53.0,72Nm@ 4386rpm,5.0
2016,800000,70000,Petrol,Individual,Automatic,First Owner,16.0,1798 CC,189.0,250Nm@ 1250-5300rpm,5.0
2017,2625000,9000,Diesel,Dealer,Automatic,First Owner,13.0,1999 CC,177.0,430Nm@ 1750-2500rpm,5.0
2019,5150000,20000,Petrol,Dealer,Automatic,First Owner,22.0,2487 CC,214.0,202Nm@ 3600-5200rpm,5.0
2017,3200000,45000,Diesel,Dealer,Automatic,First Owner,19.0,1999 CC,177.0,430Nm@ 1750-2500rpm,5.0
2015,503000,110000,Diesel,Individual,Manual,First Owner,14.0,2179 CC,147.0,320Nm@ 1500-3000rpm,7.0
2019,3800000,20000,Diesel,Individual,Automatic,First Owner,18.0,1969 CC,190.0,400Nm,5.0
2016,2000000,68089,Petrol,Trustmark Dealer,Automatic,First Owner,19.0,2494 CC,157.0,213Nm@ 4500rpm,5.0
2013,225000,58343,Petrol,Trustmark Dealer,Manual,First Owner,21.0,998 CC,67.0,90Nm@ 3500rpm,5.0
2018,740000,38817,Diesel,Dealer,Manual,First Owner,27.0,1248 CC,74.0,190Nm@ 2000rpm,5.0
2016,550000,56494,Petrol,Trustmark Dealer,Manual,First Owner,18.0,1199 CC,88.0,110Nm@ 4800rpm,5.0
2013,750000,79328,Diesel,Trustmark Dealer,Manual,Second Owner,12.0,2494 CC,100.0,200Nm@ 1200-3600rpm,7.0
2019,650000,5621,Petrol,Trustmark Dealer,Automatic,First Owner,22.0,1197 CC,81.0,113Nm@ 4200rpm,5.0
2017,625000,25538,Petrol,Trustmark Dealer,Manual,First Owner,16.0,1496 CC,88.0,132Nm@ 3000rpm,5.0
2018,600000,69779,Petrol,Dealer,Automatic,First Owner,22.0,1197 CC,81.0,113Nm@ 4200rpm,5.0
2017,450000,56290,Diesel,Dealer,Manual,First Owner,24.0,1186 CC,73.0,190.24nm@ 1750-2250rpm,5.0
2019,5400000,7500,Diesel,Dealer,Automatic,First Owner,16.0,1995 CC,190.0,400Nm@ 1750-2500rpm,5.0
2019,5500000,8500,Diesel,Dealer,Automatic,First Owner,16.0,1995 CC,190.0,400Nm@ 1750-2500rpm,5.0
2019,779000,7032,Petrol,Trustmark Dealer,Automatic,First Owner,19.0,1199 CC,88.0,110Nm@ 4800rpm,5.0
2016,645000,11000,Petrol,Dealer,Automatic,First Owner,14.0,1598 CC,103.0,153Nm@ 3800rpm,5.0
2018,2475000,2000,Diesel,Dealer,Automatic,First Owner,16.0,1984 CC,150.0,350Nm@ 1500-2750rpm,5.0
2010,150000,106000,Petrol,Individual,Manual,Third Owner,20.0,1197 CC,78.0,111.7Nm@ 4000rpm,5.0
2012,265000,162000,Diesel,Individual,Manual,Third Owner,,,,,
2009,500000,120000,Petrol,Individual,Automatic,Second Owner,11.0,2354 CC,158.0,218Nm@ 4200rpm,5.0
2015,480000,90000,Diesel,Individual,Manual,First Owner,26.0,1248 CC,74.0,190Nm@ 2000rpm,5.0
2014,535000,70000,Diesel,Individual,Manual,Third Owner,22.0,1582 CC,126.0,259.8Nm@ 1900-2750rpm,5.0
2005,250000,240000,Diesel,Individual,Manual,Third Owner,12.0,2494 CC,102.0,20.4@ 1400-3400(kgm@ rpm),8.0
2012,300000,100000,Diesel,Individual,Manual,Second Owner,21.0,1248 CC,88.0,200Nm@ 1750rpm,5.0
2009,340000,214000,Petrol,Individual,Manual,Second Owner,13.0,1599 CC,103.0,"14.9@ 3,000(kgm@ rpm)",5.0
2009,340000,214000,Diesel,Individual,Manual,Second Owner,16.0,1493 CC,110.0,"24@ 1,900-2,750(kgm@ rpm)",5.0
2016,240000,50000,Petrol,Individual,Manual,First Owner,22.0,796 CC,47.0,69Nm@ 3500rpm,5.0
2018,1085000,1000,Petrol,Individual,Automatic,First Owner,18.0,1497 CC,117.0,145Nm@ 4600rpm,5.0
2017,750000,19000,Diesel,Individual,Automatic,First Owner,28.0,1248 CC,74.0,190Nm@ 2000rpm,5.0
2012,95000,265000,Diesel,Individual,Manual,Second Owner,17.0,1405 CC,70.0,"13.5@ 2,500(kgm@ rpm)",5.0
2020,409999,35000,CNG,Individual,Manual,First Owner,20.0,1196 CC,61.0,85Nm@ 3000rpm,5.0
2014,215000,80000,Petrol,Individual,Manual,Second Owner,23.0,998 CC,67.0,90Nm@ 3500rpm,5.0
2016,1290000,50000,Diesel,Individual,Automatic,First Owner,16.0,2179 CC,140.0,330Nm@ 1600-2800rpm,7.0
2010,150000,80000,Petrol,Individual,Manual,First Owner,20.0,998 CC,67.0,90Nm@ 3500rpm,5.0
2013,219000,50000,Petrol,Individual,Manual,Second Owner,21.0,814 CC,55.0,74.5Nm@ 4000rpm,5.0
2018,325000,100000,Petrol,Individual,Manual,First Owner,23.0,1199 CC,84.0,114Nm@ 3500rpm,5.0
2013,260000,120000,Petrol,Individual,Manual,Second Owner,15.0,1196 CC,73.0,101Nm@ 3000rpm,5.0
2017,2625000,9000,Diesel,Dealer,Automatic,First Owner,13.0,1999 CC,177.0,430Nm@ 1750-2500rpm,5.0
2019,5150000,20000,Petrol,Dealer,Automatic,First Owner,22.0,2487 CC,214.0,202Nm@ 3600-5200rpm,5.0
2017,3200000,45000,Diesel,Dealer,Automatic,First Owner,19.0,1999 CC,177.0,430Nm@ 1750-2500rpm,5.0
2015,503000,110000,Diesel,Individual,Manual,First Owner,14.0,2179 CC,147.0,320Nm@ 1500-3000rpm,7.0
2019,3800000,20000,Diesel,Individual,Automatic,First Owner,18.0,1969 CC,190.0,400Nm,5.0
2016,2000000,68089,Petrol,Trustmark Dealer,Automatic,First Owner,19.0,2494 CC,157.0,213Nm@ 4500rpm,5.0
2013,225000,58343,Petrol,Trustmark Dealer,Manual,First Owner,21.0,998 CC,67.0,90Nm@ 3500rpm,5.0
2018,740000,38817,Diesel,Dealer,Manual,First Owner,27.0,1248 CC,74.0,190Nm@ 2000rpm,5.0
2016,550000,56494,Petrol,Trustmark Dealer,Manual,First Owner,18.0,1199 CC,88.0,110Nm@ 4800rpm,5.0
2013,750000,79328,Diesel,Trustmark Dealer,Manual,Second Owner,12.0,2494 CC,100.0,200Nm@ 1200-3600rpm,7.0
2019,650000,5621,Petrol,Trustmark Dealer,Automatic,First Owner,22.0,1197 CC,81.0,113Nm@ 4200rpm,5.0
2017,625000,25538,Petrol,Trustmark Dealer,Manual,First Owner,16.0,1496 CC,88.0,132Nm@ 3000rpm,5.0
2018,600000,69779,Petrol,Dealer,Automatic,First Owner,22.0,1197 CC,81.0,113Nm@ 4200rpm,5.0
2017,450000,56290,Diesel,Dealer,Manual,First Owner,24.0,1186 CC,73.0,190.24nm@ 1750-2250rpm,5.0
2019,5400000,7500,Diesel,Dealer,Automatic,First Owner,16.0,1995 CC,190.0,400Nm@ 1750-2500rpm,5.0
2019,5500000,8500,Diesel,Dealer,Automatic,First Owner,16.0,1995 CC,190.0,400Nm@ 1750-2500rpm,5.0
2019,779000,7032,Petrol,Trustmark Dealer,Automatic,First Owner,19.0,1199 CC,88.0,110Nm@ 4800rpm,5.0
2016,645000,11000,Petrol,Dealer,Automatic,First Owner,14.0,1598 CC,103.0,153Nm@ 3800rpm,5.0
2018,2475000,2000,Diesel,Dealer,Automatic,First Owner,16.0,1984 CC,150.0,350Nm@ 1500-2750rpm,5.0
2019,700000,40000,Diesel,Individual,Automatic,First Owner,23.0,1498 CC,78.0,160Nm@ 1750rpm,5.0
2017,950000,45000,Diesel,Individual,Manual,First Owner,21.0,1396 CC,88.0,219.7Nm@ 1500-2750rpm,5.0
2010,160000,80000,Petrol,Individual,Manual,Second Owner,19.0,796 CC,46.0,62Nm@ 3000rpm,5.0
2015,409999,135000,Diesel,Individual,Manual,Second Owner,24.0,1120 CC,71.0,180.4Nm@ 1750-2500rpm,5.0
2015,840000,120000,Diesel,Individual,Manual,Second Owner,12.0,2494 CC,100.0,200Nm@ 1400-3400rpm,7.0
2013,450000,67000,Diesel,Individual,Manual,First Owner,23.0,1364 CC,67.0,170Nm@ 1800-2400rpm,5.0
2017,900000,50000,Diesel,Individual,Manual,First Owner,28.0,1248 CC,74.0,190Nm@ 2000rpm,5.0
2008,570000,134000,Diesel,Individual,Manual,Second Owner,12.0,2494 CC,102.0,20.4@ 1400-3400(kgm@ rpm),7.0
2011,254999,110000,Diesel,Individual,Manual,Second Owner,23.0,1461 CC,63.0,160Nm@ 2000rpm,5.0
2009,130000,40000,Petrol,Individual,Manual,First Owner,16.0,796 CC,37.0,59Nm@ 2500rpm,4.0
2013,530000,120000,Diesel,Individual,Manual,Second Owner,23.0,1248 CC,74.0,190Nm@ 2000rpm,5.0
2015,520000,110000,Diesel,Individual,Manual,Second Owner,20.0,1498 CC,88.0,230Nm@ 1500-2500rpm,5.0
2011,229999,170000,Diesel,Individual,Manual,Second Owner,21.0,1461 CC,64.0,160Nm@ 2000rpm,5.0
2004,81000,80000,Petrol,Individual,Manual,Second Owner,16.0,796 CC,37.0,59Nm@ 2500rpm,4.0
2016,600000,47000,Diesel,Individual,Manual,First Owner,25.0,1248 CC,74.0,190Nm@ 2000rpm,5.0
2015,409999,93000,Petrol,Individual,Manual,First Owner,19.0,1197 CC,81.0,113.75Nm@ 4000rpm,5.0
2010,120000,70000,Petrol,Individual,Manual,Second Owner,16.0,796 CC,37.0,59Nm@ 2500rpm,4.0
2014,320000,50000,Petrol,Individual,Manual,First Owner,23.0,998 CC,67.0,90Nm@ 3500rpm,5.0
2015,292000,70000,Diesel,Individual,Manual,First Owner,20.0,1399 CC,68.0,160Nm@ 2000rpm,5.0
2012,390000,80000,Diesel,Individual,Manual,First Owner,13.0,2179 CC,138.0,320Nm@ 1700-2700rpm,7.0
2016,550000,44000,Petrol,Individual,Manual,First Owner,18.0,1196 CC,86.0,112Nm@ 4000rpm,5.0
2014,385000,25000,Petrol,Individual,Manual,First Owner,23.0,998 CC,67.0,90Nm@ 3500rpm,5.0
2016,800000,25000,Petrol,Individual,Manual,First Owner,15.0,1591 CC,121.0,151Nm@ 4850rpm,5.0
2019,675000,10000,Petrol,Individual,Manual,First Owner,21.0,1197 CC,81.0,113Nm@ 4200rpm,5.0
2018,1525000,50000,Diesel,Individual,Manual,First Owner,17.0,2179 CC,153.0,400Nm@ 1750-2500rpm,7.0
2018,950000,30000,Diesel,Individual,Manual,First Owner,23.0,1498 CC,98.0,205Nm@ 1750-3250rpm,5.0
2015,610000,50000,Diesel,Individual,Manual,Second Owner,21.0,1396 CC,88.0,219.66nm@ 1500-2750rpm,5.0
2012,525000,120000,Diesel,Individual,Manual,First Owner,22.0,1396 CC,88.0,219.7Nm@ 1500-2750rpm,5.0
2019,700000,40000,Diesel,Individual,Automatic,First Owner,23.0,1498 CC,78.0,160Nm@ 1750rpm,5.0
2015,375000,80000,Diesel,Individual,Manual,First Owner,15.0,2523 CC,62.0,195Nm@ 1400-2200rpm,7.0
2015,580000,90000,Diesel,Individual,Manual,First Owner,20.0,1461 CC,83.0,200Nm@ 1900rpm,5.0
2015,434999,50000,Petrol,Individual,Manual,Second Owner,20.0,1197 CC,83.0,115Nm@ 4000rpm,5.0
2020,350000,2136,Petrol,Individual,Manual,First Owner,22.0,999 CC,67.0,91Nm@ 4250rpm,5.0
2012,730000,250000,Diesel,Individual,Manual,First Owner,12.0,2494 CC,100.0,200Nm@ 1400-3400rpm,7.0
2015,600000,35000,Petrol,Individual,Manual,First Owner,18.0,1197 CC,81.0,114.7Nm@ 4000rpm,5.0
2015,1050000,120000,Diesel,Individual,Manual,First Owner,12.0,2494 CC,100.0,200Nm@ 1400-3400rpm,7.0
2017,735000,70000,Diesel,Individual,Manual,First Owner,27.0,1248 CC,74.0,190Nm@ 2000rpm,5.0
2018,1050000,18000,Diesel,Dealer,Manual,First Owner,19.0,1461 CC,108.0,245Nm@ 1750rpm,5.0
