MSSubClass,LotArea,OverallQual,OverallCond,YearBuilt,YearRemodAdd,BsmtFinSF1,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,TotRmsAbvGrd,Fireplaces,GarageCars,GarageArea,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,MiscVal,MoSold,YrSold,TotalSF,SalePrice
60,8750,6,5,1998,1998,505,0,299,804,804,878,0,1682,0,0,2,1,3,1,7,0,2,523,0,77,0,0,0,0,0,6,2010,2486,200500
20,8892,5,7,1953,1996,0,0,105,105,910,0,0,910,0,0,1,0,3,1,5,0,2,414,196,0,150,0,0,0,0,10,2008,1015,116000
40,12144,5,7,1949,1950,375,0,457,832,1036,0,232,1268,0,0,1,0,3,1,6,1,1,288,0,28,0,0,0,0,0,9,2009,1868,133000
50,5720,5,6,1941,1950,0,0,676,676,676,455,0,1131,0,0,1,1,3,1,5,0,1,200,26,0,0,0,0,0,0,8,2009,1807,66500
60,9000,8,5,2007,2007,64,0,1120,1184,1184,1426,0,2610,0,0,2,1,4,1,11,1,2,550,208,364,0,0,0,0,0,8,2007,3794,303477
20,25286,4,5,1963,1963,633,0,431,1064,1040,0,0,1040,1,0,1,0,3,1,5,0,2,648,0,0,0,0,0,0,0,1,2007,2104,132250
60,8834,9,5,2004,2005,1170,0,292,1462,1462,762,0,2224,1,0,2,1,4,1,10,1,3,738,184,0,0,0,0,0,0,6,2009,3686,350000
85,11782,5,7,1961,1995,899,0,210,1109,1155,0,0,1155,1,0,1,0,3,1,6,0,2,576,192,0,0,0,0,0,400,6,2010,2264,148000
20,7000,5,8,1978,2005,646,0,218,864,864,0,0,864,1,0,1,0,3,1,6,0,1,336,0,0,0,0,0,0,0,7,2009,1728,136500
20,7024,5,5,2005,2006,980,0,110,1090,1090,0,0,1090,1,0,1,1,2,1,5,0,2,450,0,49,0,0,0,0,0,6,2007,2180,157000
50,13758,7,5,1990,1991,902,0,254,1156,1187,530,0,1717,0,0,2,1,3,1,7,1,2,400,168,36,0,0,0,0,0,4,2007,2873,187500
60,9636,6,5,1992,1993,0,0,808,808,808,785,0,1593,0,0,2,1,3,1,7,1,2,389,342,40,0,0,0,0,0,12,2009,2401,178000
75,6204,4,5,1912,1950,0,0,795,795,954,795,481,2230,1,0,1,0,5,1,10,0,1,440,0,188,0,0,0,0,0,3,2006,2544,118500
20,7150,5,5,1967,1967,432,0,460,892,892,0,0,892,0,0,1,0,3,1,5,0,1,288,0,0,0,0,0,0,0,7,2009,1784,100000
120,5119,9,5,1999,2000,1238,0,460,1698,1709,0,0,1709,1,0,2,0,2,1,5,1,2,506,97,65,0,0,0,0,0,1,2008,3407,328900
90,8393,5,5,1959,2005,528,0,1098,1626,1712,0,0,1712,0,0,2,0,4,2,8,0,2,588,272,54,0,0,0,0,0,6,2006,3338,145000
50,16466,5,7,1955,1955,0,0,816,816,872,521,0,1393,0,0,1,1,3,1,8,0,1,300,121,0,0,0,265,0,0,4,2008,2209,135500
20,15865,8,6,1970,1970,351,823,1043,2217,2217,0,0,2217,1,0,2,0,4,1,8,1,2,621,81,207,0,0,224,0,0,10,2007,4434,268000
20,12160,6,4,1953,1953,1024,0,481,1505,1505,0,0,1505,1,0,1,0,2,1,6,1,2,505,0,0,0,162,0,0,0,2,2009,3010,149500
50,8064,5,7,1949,2006,0,0,672,672,672,252,0,924,0,0,1,0,3,1,6,1,2,576,0,0,0,0,0,0,2000,7,2007,1596,122900
60,11184,6,5,1978,1978,226,500,192,918,918,765,0,1683,0,0,2,1,3,1,7,1,2,440,243,0,0,0,0,0,0,7,2009,2601,172500
20,8414,6,8,1963,2003,663,0,396,1059,1068,0,0,1068,0,1,1,0,3,1,6,0,1,264,192,0,0,0,0,0,0,2,2006,2127,154500
20,13284,5,5,1954,1954,1064,0,319,1383,1383,0,0,1383,1,0,1,0,3,1,6,1,1,354,511,116,0,0,0,0,0,6,2008,2766,165000
90,7018,5,5,1979,1979,0,0,0,0,1535,0,0,1535,0,0,2,0,4,2,8,0,2,400,0,0,0,0,0,0,0,6,2009,1535,118858
60,7056,6,5,1963,1963,400,0,380,780,983,813,0,1796,1,0,1,1,4,1,8,1,2,483,0,50,0,0,0,0,0,10,2008,2576,140000
30,8765,4,6,1936,1950,285,0,666,951,951,0,0,951,0,0,1,0,2,1,6,0,1,327,0,28,0,0,0,0,0,4,2006,1902,106500
90,7018,5,5,1979,1979,0,0,0,0,1120,1120,0,2240,0,0,2,0,6,2,12,0,2,528,154,0,0,0,0,0,0,6,2009,2240,142953
20,12919,9,5,2009,2010,2188,0,142,2330,2364,0,0,2364,1,0,2,1,2,1,11,2,3,820,0,67,0,0,0,0,0,3,2010,4694,611657
20,6993,5,7,1961,1994,465,0,447,912,1236,0,0,1236,0,0,1,0,3,1,6,1,1,288,0,0,0,0,0,0,0,6,2006,2148,135000
20,7340,4,6,1971,1971,322,0,536,858,858,0,0,858,0,0,1,0,2,1,4,0,1,684,0,0,0,0,0,0,0,6,2007,1716,110000
20,8712,5,7,1957,2000,860,0,132,992,1306,0,0,1306,1,0,1,0,2,1,5,0,1,756,0,0,0,0,0,0,0,5,2009,2298,153000
60,7875,7,5,2003,2003,0,0,783,783,807,702,0,1509,0,0,2,1,3,1,8,1,2,393,0,75,0,0,0,0,0,7,2006,2292,180000
20,14859,7,5,2006,2006,0,0,1670,1670,1670,0,0,1670,0,0,2,0,3,1,7,1,3,690,144,60,0,0,0,0,0,8,2006,3340,240000
20,6173,5,6,1967,1967,599,0,277,876,902,0,0,902,0,0,1,0,3,1,6,0,1,288,0,0,0,0,0,0,0,8,2007,1778,125500
20,9920,5,5,1954,1954,354,290,412,1056,1063,0,0,1063,1,0,1,0,3,1,6,0,1,280,0,0,164,0,0,0,0,2,2010,2119,128000
20,13501,8,5,2006,2006,63,0,1560,1623,1636,0,0,1636,1,0,2,0,3,1,8,1,3,865,0,60,0,0,0,0,0,6,2007,3259,255000
50,11500,7,7,1936,1987,223,0,794,1017,1020,1037,0,2057,0,0,1,1,3,1,6,1,1,180,0,0,0,0,322,0,0,6,2006,3074,250000
20,8885,5,5,1983,1983,301,324,239,864,902,0,0,902,1,0,1,0,2,1,5,0,2,484,164,0,0,0,0,0,0,6,2006,1766,131000
60,12589,6,5,2005,2005,0,0,742,742,742,742,0,1484,0,0,2,1,3,1,8,1,2,390,36,24,0,0,0,0,0,6,2009,2226,174000
90,11600,5,5,1960,1960,443,0,662,1105,1105,1169,0,2274,0,0,2,0,5,2,12,0,2,480,0,0,0,0,0,0,0,1,2010,3379,154300
20,9286,5,7,1977,1989,196,0,1072,1268,1268,0,0,1268,0,0,1,1,3,1,5,0,1,252,173,0,0,0,0,0,0,10,2009,2536,143500
30,6120,5,7,1925,1950,489,0,279,768,1015,0,0,1015,0,0,1,0,3,1,6,0,1,450,0,0,112,0,120,0,620,7,2006,1783,88000
90,6270,5,6,1949,1950,284,0,717,1001,1001,1001,0,2002,0,0,2,0,4,2,8,0,3,871,0,0,0,0,0,0,0,8,2007,3003,145000
160,3000,6,5,2009,2009,294,0,318,612,612,612,0,1224,0,0,2,1,2,1,4,0,2,528,0,234,0,0,0,0,0,6,2009,1836,173733
160,2001,4,5,1970,1970,0,0,546,546,546,546,0,1092,0,0,1,1,3,1,6,0,1,286,0,0,0,0,0,0,0,1,2007,1638,75000
20,9000,2,3,1949,1950,50,0,430,480,480,0,0,480,1,0,0,0,1,1,4,0,1,308,0,0,0,0,0,0,0,10,2006,960,35311
20,17140,4,6,1956,1956,1059,0,75,1134,1229,0,0,1229,0,0,1,0,3,1,6,0,1,284,0,0,0,0,0,0,0,4,2009,2363,135000
60,13125,7,5,1991,1991,48,634,422,1104,912,1215,0,2127,1,0,2,1,4,1,8,1,3,833,72,192,224,0,0,0,0,11,2007,3231,238000
20,11029,6,8,1958,2002,528,411,245,1184,1414,0,0,1414,1,0,1,0,3,1,6,1,2,601,0,51,0,0,190,0,0,5,2008,2598,176500
60,8462,6,5,1994,1994,814,0,114,928,936,785,0,1721,0,1,2,1,3,1,7,0,2,471,300,87,0,0,0,0,0,7,2007,2649,201000
90,8777,5,7,1900,2003,1084,0,188,1272,1272,928,0,2200,2,0,2,2,4,2,9,0,0,0,0,70,0,0,0,0,0,9,2008,3472,145900
20,10237,6,5,2005,2006,28,0,1288,1316,1316,0,0,1316,0,0,2,0,3,1,6,1,2,397,100,0,0,23,0,0,0,10,2006,2632,169990
120,8012,6,5,1993,1994,165,841,598,1604,1617,0,0,1617,1,0,2,0,2,1,5,1,2,533,0,69,0,0,0,0,0,7,2008,3221,193000
20,10240,6,6,1980,1980,625,1061,0,1686,1686,0,0,1686,1,0,2,0,3,1,7,1,2,612,384,131,0,0,0,0,0,5,2006,3372,207500
20,15611,5,6,1977,1977,767,93,266,1126,1126,0,0,1126,0,1,2,0,3,1,6,0,2,540,180,0,0,0,0,0,0,3,2008,2252,175000
60,11999,8,5,2003,2004,0,0,1181,1181,1234,1140,0,2374,0,0,2,1,4,1,10,1,3,656,104,100,0,0,0,0,0,5,2007,3555,285000
60,9900,7,5,1968,1968,552,0,280,832,1098,880,0,1978,0,0,2,1,4,1,9,1,2,486,0,43,0,0,0,0,0,4,2008,2810,176000
20,11838,8,5,2001,2001,0,0,1753,1753,1788,0,0,1788,0,0,2,0,3,1,7,1,2,522,202,151,0,0,0,0,0,6,2009,3541,236500
60,13006,7,5,1997,1997,0,0,964,964,993,1243,0,2236,0,0,2,1,4,1,8,1,2,642,0,0,0,0,0,0,0,11,2006,3200,222000
20,8925,8,5,2007,2007,16,0,1450,1466,1466,0,0,1466,0,0,2,0,3,1,7,0,3,610,100,18,0,0,0,0,0,7,2009,2932,201000
20,9100,5,6,1965,1965,338,466,121,925,925,0,0,925,0,1,1,0,2,1,5,0,1,429,0,0,0,0,0,0,0,7,2009,1850,117500
20,11670,9,5,2006,2006,0,0,1905,1905,1905,0,0,1905,0,0,2,0,3,1,8,1,3,788,0,191,0,0,0,0,0,3,2007,3810,320000
20,8487,7,5,2004,2004,20,0,1480,1500,1500,0,0,1500,0,0,2,0,3,1,6,0,2,570,192,36,0,0,0,0,0,8,2009,3000,190000
20,27650,7,7,1960,2007,425,0,160,585,2069,0,0,2069,1,0,2,0,4,1,9,1,2,505,0,0,0,0,0,0,0,11,2008,2654,242000
30,5825,4,5,1926,1953,0,0,600,600,747,0,0,747,0,0,1,0,1,1,5,0,2,528,0,0,32,0,0,0,0,6,2006,1347,79900
20,10083,7,5,2003,2003,833,0,343,1176,1200,0,0,1200,1,0,2,0,2,1,5,0,2,555,0,41,0,0,0,0,0,8,2009,2376,184900
60,9675,7,5,2005,2005,341,0,772,1113,1113,858,0,1971,0,0,2,1,3,1,8,1,2,689,0,48,0,0,0,0,0,2,2009,3084,253000
60,8760,7,5,2006,2006,464,0,927,1391,1391,571,0,1962,0,0,2,1,3,1,7,0,3,868,0,90,0,0,0,0,0,8,2006,3353,239799
70,24090,7,7,1940,1950,0,0,1032,1032,1207,1196,0,2403,0,0,2,0,4,1,10,2,1,349,56,0,318,0,0,0,0,6,2010,3435,244400
90,12640,6,5,1976,1976,936,396,396,1728,1728,0,0,1728,0,0,2,0,4,2,8,0,2,574,40,0,0,0,0,0,0,7,2006,3456,150900
60,8755,7,5,1999,1999,772,0,220,992,1022,1038,0,2060,1,0,2,1,3,1,8,1,2,390,0,0,0,168,0,0,0,6,2009,3052,214000
90,7711,4,3,1977,1977,1440,0,0,1440,1440,0,0,1440,2,0,2,0,4,2,8,0,0,0,321,0,0,0,0,0,0,8,2007,2880,150000
90,25000,5,4,1967,1967,0,0,1632,1632,1632,0,0,1632,0,0,2,0,4,2,8,0,2,576,0,0,0,0,0,0,0,6,2007,3264,143000
20,14375,6,6,1958,1958,111,354,354,819,1344,0,0,1344,0,1,1,0,3,1,7,1,2,525,0,118,0,0,233,0,0,1,2009,2163,137500
50,8820,5,6,1890,1996,1088,0,0,1088,1188,561,120,1869,0,0,1,0,2,1,7,0,2,456,48,0,244,0,0,0,0,9,2009,2837,124900
80,8163,5,6,1959,1959,748,294,102,1144,1144,0,0,1144,1,0,1,0,3,1,6,1,1,796,86,0,0,0,0,0,0,3,2006,2288,143000
20,14536,8,5,2002,2003,1300,0,316,1616,1629,0,0,1629,1,0,2,0,3,1,9,1,3,808,0,252,0,0,0,0,0,11,2007,3245,270000
60,14006,7,5,2002,2002,0,0,936,936,936,840,0,1776,0,0,2,1,3,1,7,1,2,474,144,96,0,0,0,0,0,2,2006,2712,192500
20,9360,6,7,1972,2006,982,0,179,1161,1381,0,0,1381,1,0,1,1,3,1,5,1,2,676,0,0,0,0,0,0,0,3,2010,2542,197500
20,7200,5,8,1950,2002,398,149,317,864,864,0,0,864,1,0,1,0,3,1,5,0,2,720,194,0,0,0,0,0,0,7,2007,1728,129000
20,7800,5,5,1965,1965,641,0,187,828,965,0,0,965,1,0,1,0,3,1,6,0,1,300,421,0,0,0,0,0,0,7,2006,1793,119900
85,7200,5,8,1972,2003,660,0,108,768,768,0,0,768,0,1,1,0,2,1,5,0,1,396,192,0,0,0,0,0,0,4,2009,1536,133900
60,11075,5,4,1969,1969,562,193,29,784,1168,800,0,1968,0,1,2,1,4,1,7,1,2,530,305,189,0,0,0,0,400,9,2008,2752,172000
90,9400,6,5,1975,1975,945,0,0,945,980,0,0,980,0,2,2,0,4,0,4,0,0,0,0,0,0,0,0,0,0,10,2006,1925,127500
90,7136,6,6,1946,1950,484,0,495,979,979,979,0,1958,0,0,2,0,4,2,8,0,2,492,0,0,0,0,0,0,0,8,2007,2937,145000
160,1300,6,6,1980,1980,285,0,276,561,561,668,0,1229,0,0,1,1,2,1,5,1,2,462,150,0,0,0,0,0,0,5,2009,1790,124000
20,7420,5,5,1962,1962,417,0,640,1057,1057,0,0,1057,0,0,1,0,3,1,6,0,2,576,0,0,0,0,0,0,0,4,2007,2114,132000
20,8450,7,5,2003,2003,699,0,638,1337,1337,0,0,1337,1,0,2,0,3,1,6,0,2,531,0,39,0,0,0,0,0,10,2007,2674,185000
160,2572,7,5,1999,1999,604,0,92,696,696,720,0,1416,1,0,2,1,3,1,6,0,2,484,0,44,0,0,0,0,0,5,2010,2112,155000
20,7207,5,7,1958,2008,696,0,162,858,858,0,0,858,1,0,1,0,2,1,4,0,0,0,117,0,0,0,0,0,0,2,2010,1716,116500
60,12227,6,7,1977,1995,896,0,434,1330,1542,1330,0,2872,1,0,2,1,4,1,11,1,2,619,550,282,0,0,0,0,0,7,2008,4202,272000
160,2308,6,6,1976,1976,556,0,248,804,804,744,0,1548,1,0,2,1,3,1,7,1,2,440,48,0,0,0,0,0,0,7,2007,2352,155000
20,11923,9,5,2007,2007,0,0,1800,1800,1800,0,0,1800,0,0,2,0,2,1,7,0,2,702,288,136,0,0,0,0,0,5,2009,3600,239000
60,11316,7,5,2002,2003,624,0,193,817,824,1070,0,1894,1,0,2,1,4,1,8,1,2,510,0,40,0,0,0,0,0,2,2010,2711,214900
60,10237,6,5,2005,2007,0,0,783,783,783,701,0,1484,0,0,2,1,3,1,8,1,2,393,0,72,0,0,0,0,0,7,2007,2267,178900
50,9600,5,7,1940,1950,428,0,300,728,976,332,0,1308,1,0,1,1,2,1,7,2,1,256,0,70,0,0,0,0,0,6,2009,2036,160000
20,7390,5,7,1955,1955,902,0,196,1098,1098,0,0,1098,1,0,1,0,3,1,6,0,1,260,0,0,0,0,0,0,0,7,2008,2196,135000
50,5925,3,6,1910,1950,0,0,600,600,600,368,0,968,0,0,1,0,2,1,6,0,0,0,0,0,0,0,0,0,0,5,2009,1568,37900
190,10382,6,5,1958,1958,513,0,75,588,1095,0,0,1095,1,0,1,0,2,1,6,0,1,264,0,0,0,0,0,0,0,3,2006,1683,140000
50,10800,4,4,1949,1950,0,0,720,720,720,472,0,1192,0,0,1,1,4,1,6,0,0,0,0,0,0,0,0,0,0,12,2006,1912,135000
160,2268,7,5,2003,2004,567,0,197,764,764,862,0,1626,0,0,2,0,2,1,6,0,2,474,0,27,0,0,0,0,0,7,2009,2390,173000
120,7892,6,5,1979,1979,0,0,918,918,918,0,0,918,0,0,2,0,2,1,5,1,1,264,28,0,0,0,0,0,0,4,2010,1836,99500
20,11639,7,5,2007,2008,0,0,1428,1428,1428,0,0,1428,0,0,2,0,3,1,6,0,2,480,0,120,0,0,0,0,0,12,2008,2856,182000
70,11414,7,8,1910,1993,0,0,728,728,1136,883,0,2019,0,0,1,0,3,1,8,0,2,532,509,135,0,0,0,0,0,10,2009,2747,167500
160,2651,7,5,2000,2000,641,0,32,673,673,709,0,1382,1,0,2,1,3,1,6,0,2,490,153,50,0,0,0,0,0,4,2006,2055,165000
30,5900,4,7,1923,1958,0,0,440,440,869,0,0,869,0,0,1,0,2,1,4,0,0,0,0,0,0,0,0,0,0,8,2006,1309,85500
120,4274,7,5,2006,2007,1106,0,135,1241,1241,0,0,1241,1,0,1,1,1,1,4,0,2,569,0,116,0,0,0,0,0,11,2007,2482,199900
20,9450,4,5,1954,1954,552,0,342,894,894,0,0,894,0,0,1,0,3,1,5,0,2,400,0,0,0,0,0,0,0,5,2007,1788,110000
20,8816,5,6,1963,1963,651,0,470,1121,1121,0,0,1121,1,0,1,0,3,1,5,0,2,480,0,80,0,0,0,0,0,6,2009,2242,139000
85,12122,7,9,1961,2007,867,0,77,944,999,0,0,999,1,0,1,0,3,1,6,0,2,588,144,76,0,0,0,0,0,7,2008,1943,178400
60,12203,8,5,1998,1999,854,0,371,1225,1276,1336,0,2612,1,0,2,1,4,1,8,1,3,676,250,0,0,0,0,0,0,7,2009,3837,336000
20,3182,7,5,2007,2007,0,0,1266,1266,1266,0,0,1266,0,0,2,0,2,1,6,1,2,388,100,16,0,0,0,0,0,3,2008,2532,159895
60,11250,8,5,2002,2002,0,0,1128,1128,1149,1141,0,2290,0,0,2,1,4,1,9,1,2,779,0,0,0,0,0,0,0,5,2008,3418,255900
90,10125,5,5,1977,1977,0,0,0,0,1302,432,0,1734,0,0,2,0,4,2,8,0,2,539,0,0,0,0,0,0,0,8,2009,1734,126000
190,10880,5,5,1950,1950,1040,0,124,1164,1164,0,0,1164,1,0,1,0,3,1,5,0,1,240,0,48,0,0,0,0,0,8,2008,2328,125000
50,5310,6,8,1910,2003,0,0,485,485,1001,634,0,1635,0,0,1,0,2,1,5,0,1,255,394,0,0,0,0,0,0,6,2006,2120,117000
20,10159,9,5,2009,2010,1646,0,284,1930,1940,0,0,1940,1,0,2,1,3,1,8,1,3,606,168,95,0,0,0,0,0,4,2010,3870,395192
60,12046,6,6,1976,1976,156,0,692,848,1118,912,0,2030,0,0,2,1,4,1,8,1,2,551,0,224,0,0,0,0,0,6,2007,2878,195000
60,8125,7,5,2006,2006,0,0,770,770,778,798,0,1576,0,0,2,1,3,1,6,0,2,614,0,50,0,0,0,0,0,8,2006,2346,197000
60,9452,8,5,1997,1998,1074,0,322,1396,1407,985,0,2392,1,0,2,1,3,1,7,1,3,870,0,70,0,0,0,0,0,6,2006,3788,348000
70,17671,8,9,1882,1986,216,0,700,916,916,826,0,1742,0,0,1,1,4,1,8,1,2,424,0,169,0,0,0,0,0,11,2009,2658,168000
60,9760,6,8,1964,1993,536,117,169,822,1020,831,0,1851,0,0,2,1,3,1,7,1,2,440,239,42,0,0,0,0,0,7,2007,2673,187000
60,8846,6,5,2005,2006,0,0,750,750,750,750,0,1500,0,0,2,1,3,1,6,0,2,564,0,35,0,0,0,0,0,8,2006,2250,173900
20,12456,10,5,2006,2007,1172,0,528,1700,1718,0,0,1718,1,0,2,0,3,1,7,1,3,786,216,48,0,0,0,0,0,7,2009,3418,337500
50,4712,4,7,1946,1950,384,0,363,747,774,456,0,1230,1,0,1,1,3,1,5,0,1,305,0,57,0,0,63,0,0,8,2006,1977,121600
20,10659,5,6,1961,1961,915,0,135,1050,1050,0,0,1050,1,0,1,0,3,1,6,0,1,368,0,319,0,0,0,0,0,1,2006,2100,136500
20,11717,6,6,1970,1970,0,0,1442,1442,1442,0,0,1442,0,0,2,0,2,1,6,1,2,615,371,0,0,0,0,0,0,2,2009,2884,185000
30,9786,3,4,1922,1950,0,0,1007,1007,1077,0,0,1077,0,0,1,0,3,1,6,1,1,210,0,100,48,0,0,0,0,5,2006,2084,91000
20,6762,7,5,2006,2006,686,0,501,1187,1208,0,0,1208,1,0,2,0,2,1,6,0,2,632,105,61,0,0,0,0,0,2,2010,2395,206000
20,10206,3,3,1952,1952,0,0,0,0,944,0,0,944,0,0,1,0,2,1,4,0,2,528,0,0,0,0,0,0,0,7,2009,944,82000
30,5400,5,6,1920,1950,0,0,691,691,691,0,0,691,0,0,1,0,2,1,4,0,1,216,0,20,94,0,0,0,0,1,2007,1382,86000
20,11957,8,5,2006,2006,24,0,1550,1574,1574,0,0,1574,0,0,2,0,3,1,7,1,3,824,144,104,0,0,0,0,0,7,2008,3148,232000
90,11500,5,6,1976,1976,0,0,1680,1680,1680,0,0,1680,0,0,2,0,4,2,8,0,2,528,0,0,0,0,0,0,0,6,2007,3360,136905
120,3182,7,5,2005,2006,16,0,1330,1346,1504,0,0,1504,0,0,2,0,1,1,7,1,2,457,156,0,0,0,0,0,0,5,2009,2850,181000
80,8385,5,8,1977,1977,595,0,390,985,985,0,0,985,0,0,2,0,3,1,6,0,1,328,210,0,0,0,0,0,0,11,2008,1970,149900
20,12155,6,3,1970,1970,1237,0,420,1657,1657,0,0,1657,0,1,2,0,3,1,7,1,2,484,0,0,0,0,147,0,0,3,2007,3314,163500
160,2217,4,4,1970,1970,273,273,0,546,546,546,0,1092,0,0,1,1,3,1,6,0,1,286,238,0,0,0,0,0,0,8,2009,1638,88000
20,12118,7,5,2004,2005,0,0,1710,1710,1710,0,0,1710,0,0,2,0,3,1,7,1,2,550,100,48,0,0,180,0,0,4,2009,3420,240000
50,6000,5,5,1926,1950,0,0,1008,1008,1008,0,514,1522,0,0,2,0,4,1,7,0,0,0,0,0,138,0,0,0,0,6,2006,2016,102000
50,21286,5,5,1948,1950,0,0,720,720,720,551,0,1271,0,0,2,0,4,1,7,1,1,312,0,0,108,0,0,0,0,8,2008,1991,135000
90,9825,5,5,1965,1965,0,0,0,0,1664,0,0,1664,0,0,2,0,4,2,8,0,0,0,0,0,0,0,0,0,0,5,2010,1664,100000
70,10592,6,7,1923,1996,0,0,602,602,900,602,0,1502,0,0,1,1,3,1,7,2,1,180,96,0,112,0,53,0,0,8,2007,2104,165000
30,7200,5,4,1910,2006,247,465,310,1022,1022,0,0,1022,1,0,1,0,2,1,4,0,1,280,0,30,226,0,0,0,0,6,2009,2044,85000
20,11664,6,5,1948,1950,336,0,746,1082,1082,0,0,1082,0,0,1,0,2,1,5,1,1,240,0,130,0,0,0,0,0,11,2007,2164,119200
60,8400,8,6,2001,2001,643,0,167,810,810,855,0,1665,1,0,2,1,3,1,6,0,2,528,0,45,0,0,0,0,0,11,2009,2475,227000
20,11883,7,5,1996,1996,690,0,814,1504,1504,0,0,1504,1,0,2,0,3,1,6,1,2,478,115,66,0,0,0,0,0,6,2009,3008,203000
120,5814,8,5,1984,1984,1036,0,184,1220,1360,0,0,1360,1,0,1,0,1,1,4,1,2,565,63,0,0,0,0,0,0,8,2009,2580,187500
80,10784,7,5,1991,1992,0,0,384,384,802,670,0,1472,0,0,2,1,3,1,7,1,2,402,164,0,0,0,0,0,0,5,2007,1856,160000
120,3013,7,5,2005,2005,16,0,1346,1362,1506,0,0,1506,0,0,2,0,2,1,6,1,2,440,142,20,0,0,0,0,0,4,2006,2868,213490
20,7024,4,5,2005,2005,1024,0,108,1132,1132,0,0,1132,1,0,1,1,2,1,5,0,2,451,252,64,0,0,0,0,0,6,2008,2264,176000
20,7406,7,5,2006,2006,684,0,515,1199,1220,0,0,1220,1,0,2,0,2,1,6,0,2,632,105,54,0,0,0,0,0,7,2006,2419,194000
50,9439,5,5,1930,1950,324,0,588,912,912,336,0,1248,0,0,1,0,2,1,6,0,1,160,0,0,192,0,0,0,0,3,2007,2160,87000
120,3182,7,5,2005,2006,16,0,1330,1346,1504,0,0,1504,0,0,2,0,2,1,7,1,2,437,156,20,0,0,0,0,0,5,2008,2850,191000
20,15498,8,6,1976,1976,1165,400,0,1565,2898,0,0,2898,1,0,2,0,2,1,10,1,2,665,0,72,174,0,0,0,0,5,2008,4463,287000
20,7700,5,5,1972,1972,138,468,276,882,882,0,0,882,1,0,1,0,3,1,5,0,2,461,96,0,0,0,0,0,0,3,2007,1764,112500
20,9300,5,5,1960,1960,697,0,571,1268,1264,0,0,1264,1,0,1,0,3,1,6,2,2,461,0,0,0,0,143,0,0,4,2010,2532,167500
20,9520,8,5,2007,2008,1513,0,125,1638,1646,0,0,1646,1,0,2,0,3,1,7,1,3,800,192,44,0,0,0,0,0,4,2008,3284,293077
50,9492,5,5,1941,1950,368,41,359,768,968,408,0,1376,1,0,1,0,3,1,6,1,1,240,0,0,0,0,0,0,0,4,2007,2144,105000
160,1680,6,7,1972,1972,317,0,355,672,672,546,0,1218,0,1,1,1,3,1,7,0,1,264,0,28,0,0,0,0,0,5,2006,1890,118000
190,7082,5,8,1916,1995,0,0,686,686,948,980,0,1928,0,0,2,0,5,2,10,0,0,0,0,0,228,0,0,0,0,7,2006,2614,160000
75,15863,7,3,1920,1970,523,0,301,824,1687,998,397,3082,1,0,2,1,5,1,12,2,2,672,136,63,0,0,0,0,0,8,2009,3509,197000
60,14541,8,7,1993,1993,1012,0,326,1338,1352,1168,0,2520,1,0,2,1,5,1,10,1,3,796,209,55,0,0,0,0,0,11,2006,3858,310000
20,8125,7,5,2002,2002,986,0,668,1654,1654,0,0,1654,1,0,2,0,3,1,6,0,3,900,0,136,0,0,0,0,0,2,2006,3308,230000
30,6305,5,7,1938,1950,0,0,920,920,954,0,0,954,0,0,1,0,2,1,5,1,1,240,0,0,0,0,0,0,0,6,2007,1874,119750
20,11500,4,3,1957,1957,0,0,0,0,845,0,0,845,0,0,1,0,3,1,5,0,1,290,186,0,0,0,0,0,0,1,2009,845,84000
20,12898,9,5,2007,2008,1022,0,598,1620,1620,0,0,1620,1,0,2,0,2,1,6,1,3,912,228,0,0,0,0,0,0,9,2009,3240,315500
60,9240,8,5,2001,2002,0,0,1055,1055,1055,1208,0,2263,0,0,2,1,3,1,7,1,2,905,0,45,0,0,189,0,0,9,2008,3318,287000
160,1533,4,6,1970,2008,0,0,546,546,798,546,0,1344,0,0,1,1,3,1,6,1,0,0,0,0,0,0,0,0,0,5,2009,1890,97000
180,1477,4,4,1970,1970,509,0,121,630,630,0,0,630,1,0,1,0,1,1,3,0,1,286,0,0,0,0,0,0,0,4,2009,1260,80000
20,13125,5,4,1957,2000,168,682,284,1134,1803,0,0,1803,1,0,2,0,3,1,8,1,2,484,0,0,0,0,0,0,0,1,2006,2937,155000
60,9130,6,8,1966,2000,400,64,336,800,800,832,0,1632,0,1,1,1,4,1,7,0,2,484,0,40,0,0,0,0,0,7,2008,2432,173000
120,5381,6,5,2005,2005,900,0,406,1306,1306,0,0,1306,1,0,2,0,1,1,5,1,2,624,170,63,0,0,0,0,0,8,2009,2612,196000
60,11839,7,5,1990,1990,1085,0,390,1475,1532,797,0,2329,1,0,2,1,4,1,10,1,2,514,192,121,0,0,0,0,0,5,2008,3804,262280
20,9600,8,5,1981,1981,1104,0,1420,2524,2524,0,0,2524,1,0,2,1,4,1,9,1,2,542,474,120,0,0,0,0,0,7,2009,5048,278000
20,13680,3,5,1955,1955,0,0,0,0,1733,0,0,1733,0,0,2,0,4,1,8,1,2,452,0,0,0,0,0,0,0,6,2009,1733,139600
