Retail Branding,Marketing Name,Device,Model
Archos,Archos 45c Helium,ac45che,Archos 45c Helium
Archos,Archos 50 Oxygen plus,ac50oxplus,Archos 50 Oxygen Plus
Archos,Archos 50 Platinum 4G,AC50PL4G,Archos 50 Platinum 4G
Archos,Archos 50 Power,ac50po,Archos 50 Power
Archos,Archos 50 d Helium,ac50dhe,AC50DHE
Archos,Archos 50d Oxygen,ac50dox,Archos 50d Oxygen
Archos,Archos 50e Helium,ac50ehe,Archos 50e Helium
Archos,Archos 50e Neon,ac50ene,Archos 50e Neon
Archos,Archos 50f Helium,ac50fhe,Archos 50f Helium
Archos,Archos 55 Diamond Selfie,ac55diselfie,Archos 55 diamond Selfie
Archos,Archos 55 Helium,ac55he,Archos 55 Helium
Archos,Archos 55 Helium Plus,ac55heplus,Archos 55 Helium Plus
Archos,Archos 55 platinum,ac55pl,Archos 55 Platinum
Archos,Archos 59 Titanium,ac59ti,Archos 59 Titanium
Archos,Archos 59 Xenon,ac59xe,Archos 59 Xenon
Archos,Archos 64 Xenon,ac64xe,Archos 64 Xenon
Archos,Archos 70 Copper,ac70cv,Archos 70 Copper
Archos,Archos 70 Helium,ac70he,Archos 70 Helium
Archos,Archos 70 Neon Plus,ac70nep,Archos 70 Neon Plus
Archos,Archos 70 Oxygen,ac70ox,Archos 70 Oxygen
Archos,Archos 70 Platinum,ac70pl,Archos 70 Platinum
Archos,Archos 70 Platinum 3G,ac70pl3g,Archos 70 Platinum 3G
Archos,Archos 70 Platinum v2,ac70plv4,Archos 70 Platinum v2
Archos,Archos 70 Xenon Color,ac70xec,Archos 70 Xenon Color
Archos,Archos 70 platinum,ac70plv3,Archos 70 Platinum v3
Archos,Archos 70b Cobalt,a70bco,Archos 70b Cobalt
Archos,Archos 70b Copper,ac70bcv,Archos 70b Copper
Archos,Archos 70b Helium,ac70bhe,Archos 70b Helium
Archos,Archos 70b Neon,ac70bne,Archos 70b Neon
Archos,Archos 70b Xenon,ac70bxe,Archos 70b Xenon
Archos,Archos 70c Cobalt,ac70cco,Archos 70c Cobalt
Archos,Archos 70c Titanium,ac70cti,Archos 70c Titanium
Archos,Archos 70c Xenon,ac70cxe,Archos 70c Xenon
Archos,Archos 70it 2,A70it2,ARCHOS 70it2
Archos,Archos 70it 2,A70it2,ARCHOS 70it2G8
Archos,Archos 79 Cobalt,ac79co,Archos 79 Cobalt
Archos,Archos 80 Helium,ac80he,Archos 80 Helium 4G
Archos,Archos 80 Oxygen,ac80ox,Archos 80 Oxygen
Archos,Archos 80 Platinum,ac80cplv2_16G,Archos 80 Platinum
Archos,Archos 80 Platinum v2,ac80dplv2,Archos 80 Platinum v2
Archos,Archos 80b Helium,ac80bhe,Archos 80b Helium
Archos,Archos 80b Helium,ac80bhev2,Archos 80b Helium v2
Archos,Archos 80b xenon,ac80bxe,Archos 80b Xenon
Archos,Archos 80c Xenon,ac80cxe,Archos 80c Xenon
Archos,Archos 80d Xenon,ac80dxe,Archos 80d Xenon
Archos,Archos 90b Copper,ac90bcv,Archos 90b Copper
Archos,Archos 96 Xenon,ac96xe,Archos 96 Xenon
Archos,Archos 97c Platinum,ac97cpl,Archos 97c Platinum
Archos,Archos ArcBook,a101db,Archos 101 DB
Archos,Archos Diamond 2 plus,ac55di2plus,Archos 55 Diamond 2 Plus
Archos,Archos Smarthome La Poste,hometablet,Archos Smart Home Tablet
Archos,Archos80cpl_loreal,ac80cpl,Archos 80c Platinum
Archos,Auchan QiLive 45,ql45,Qilive 45
Archos,Auchan QiLive 50,ql50,Qilive 50
Archos,Auchan Qilive 40,ql40,Qilive 40
Archos,Auchan Qilive8,QiLive8,QiLive 8
Archos,Auchan Qilive8QC,QiLive8QC,QiLive 8QC
Archos,Auchan Qilive97,QiLive97,QiLive 97
Archos,Auchan Qilive97R,QiLive97R,QiLive 97R
Archos,Auchan Selecline 10,SELECLINE10,Selecline 10
Archos,BUSH SPIRA B3 5.5,ac55cop,BUSH SPIRA B3 5.5
Archos,BUSH SPIRA D3 5,ac50dox,BUSH SPIRA D3 5
Archos,Bush 10\'\',ac101dplv2,"Bush 10"" Android"
Archos,Bush 10.0 MyTablet,ac101dpl,Bush 10.0 MyTablet
Archos,"Bush 4"" Android Phone",ac40cti,Bush 4 Android
Archos,Bush 5 4G,ac50heplus,"Bush 5"" 4G"
Archos,Bush 5 4G,ac50heplus,"Bush Spira C2 5"" Smartphone"
Archos,Bush 5 4G,ac55heplus,"Bush 5.5"" 4G"
Archos,Bush 5 4G,ac55heplus,"Bush Spira D2 5.5"" Smartphone"
Archos,"Bush 5"" Android",ac50cne,"Bush 5"" Android"
Archos,"Bush 5"" Android Phone",ac50bne,BUSH 5 Android
Archos,Bush 7.0 MyTablet,ac70pl,Bush 7.0 MyTablet
Archos,Bush 7.85 My Tablet,ac79bu,Archos 79c Neon
Archos,"Bush 8""",ac80bhe,"Bush 8"" LTE Android"
Archos,Bush 8\'\',ac80dpl,Bush 8 Android
Archos,Bush 8.0 MyTablet,ac80cpl,Bush 8.0 MyTablet
Archos,Bush MyTablet 7,ac70bu,Archos 70 Carbon
Archos,Bush MyTablet 7,ac70bu,BUSH 7.0 TABLET
Archos,Bush Mytablet 2,a80bu,Bush Mytablet 2
Archos,Bush Spira B1 10.1,ac101dplv3a6,"Bush Spira B1 10.1"""
Archos,Bush Spira B1 10.1\'\',ac101dplv3,"Bush Spira B1 10.1"""
Archos,Bush Spira B1 8\'\',ac80dplv2,"Bush Spira B1 8"""
Archos,Bush Spira B2 8 tablet,ac80ox,Bush Spira B2 8 tablet
Archos,ChefPad,A97CFP,Archos Chefpad
Archos,Diamond Plus,ac55diplus,Archos 55 Diamond Plus
Archos,Diamond Plus,ac55diplus,Archos Diamond Plus
Archos,Diamond S,ac50dis,Archos Diamond S
Archos,FamilyPad 2,A133FP2,ARCHOS FAMILYPAD 2
Archos,Fieldbook G1,LIFBG1,Logic Fieldbook G1
Archos,GamePad,A70GP,ARCHOS GAMEPAD
Archos,GamePad 2,A70GP2,ARCHOS GAMEPAD2
Archos,KUNO 4+,kuno4p,KUNO 4+
Archos,Kuno,KUNO4,KUNO4
Archos,My Tablet 101,ac101bu,BUSH 10.1 TABLET
Archos,QiLive 101,aqilive101,QILIVE 101
Archos,Qilive 45 - 4G,ql45lte,Qilive 45 - 4G
Archos,Qilive 50 QC,ql50qc,Qilive 50 QC
Archos,Qilive 53,msm8625,Qilive 53
Archos,Qilive 7,qilive7,Qilive 7
Archos,Qilive 97R2,qilive97r2,Qilive 97R-2
Archos,Qilive79,Qilive79,Qilive 79
Archos,Qilive7V2,ql70v2,Qilive 70v2
Archos,Quechua Phone 5,A50RG11,Quechua Phone 5
Archos,Quechua Tablet 8,A80RG11,A80RG11
Archos,Smart Home Tablet,hometablet,Archos Smart Home Tablet
Archos,TV Connect,LUDO,ARCHOS LUDOG10
Archos,alba 10,ac101cplv2,"Alba 10"""
Ark,ARK Benefit M503,Benefit_M503,Benefit_M503
Ark,ARK Benefit M505,Benefit_M505,Benefit_M505
Ark,ARK Benefit M8,Benefit_M8,Benefit_M8
Ark,ARK Impulse P2,Impulse_P2,Impulse_P2
Ascom Wireless Solutions,Ascom Myco Cellular,ACBA,SH1
Ascom Wireless Solutions,Ascom Myco Cellular,myco_gms,SH1
Ascom Wireless Solutions,Ascom Myco Wi-Fi,ABBA,SH1
Ashna,X55,X55,X55
Ashna,X66,X66,X66
Ashna,Z600,Z600,Z600
Astak,NEOS,Wenu,NEOS
Astro Queo,A712,A712,A712
AstroQueo,polaris_wifionly,polaris-wifionly,A912
Asus,,EP71,ME171
Asus,,TF300T,ASUS Transformer Pad TF300T
Asus,,a10,Asus A10
Asus,,a10,Garmin-Asus A10
Asus,,ventana,Transformer TF101
Asus,\t  MeMO Pad 7 (ME176CX),K013_1,K013
Asus,\t  Transformer Pad (TF103CE),K010E,K010E
Asus,\t  Transformer Pad (TF103CE),K010E_1,K010E
Asus,ASUS ETBW11AA,ETBW11AA,ETBW11AA
Asus,ASUS ETBW11AA,TF101G,ETBW11AA
Asus,ASUS Fonepad 8,K016_4,K016
Asus,ASUS Fonepad ME371MG,ME371MG,ME371MG
Asus,ASUS Live,ASUS_Z00YD,ASUS_Z00YD
Asus,ASUS MeMO Pad Smart 10,ME301T,ME301T
Asus,ASUS Trans AiO P1801,P1801-T,ASUS Tablet P1801-T
Asus,ASUS TransBook Trio,TX201LA,TX201LA
Asus,ASUS Transformer AiO P1801,P1801-T,ASUS Tablet P1801-T
Asus,ASUS Transformer AiO P1802,P1802-T,ASUS Tablet P1802-T
Asus,ASUS Transformer Book Trio,TX201LA,TX201LA
Asus,ASUS Transformer Pad,K010_1,K010
Asus,ASUS Transformer Pad Infinity,TF700KL,ASUS Transformer Pad TF700KL
Asus,ASUS Transformer Pad TF300TG,TF300TG,ASUS Transformer Pad TF300TG
Asus,ASUS Transformer Pad TF300TL,TF300TL,ASUS Transformer Pad TF300TL
Asus,ASUS Transformer Pad TF502T,TF502T,ASUS Transformer Pad TF502T
Asus,ASUS Transformer Pad TF600T,TF600T,ASUS Transformer Pad TF600T
Asus,ASUS ZenPad 3S 10,P027,P027
Asus,ASUS ZenWatch,anthias,ASUS ZenWatch
Asus,ASUS ZenWatch 2,wren,ASUS ZenWatch 2
Asus,ASUSPRO Tablet (M1000C),P023_M,P023
Asus,ASUSPRO Tablet (M700C),P01W_M,P01W
Asus,ASUSPRO Tablet (M700KL),P002_M,P002
Asus,ASUSPRO Tablet-M1000CL,P01T_M,P01T
Asus,ASUS_ Zenfone Max,ASUS_Z010_2,ASUS_Z010DD
Asus,Asus Chromebook Flip C100PA,minnie_cheets,ASUS Chromebook Flip C100PA
Asus,Asus ZenPad 10,P01T_1,P01T_1
Asus,Asus Zenfone3 Ultra,ASUS_A001,ASUS_A001
Asus,Commercial tablet 10\xe2\x80\x9d (M1000M),P00C_M,P00C
Asus,Commercial tablet 10\xe2\x80\x9d (R1000M),P00C_M,P00C
Asus,Commercial tablet 8\xe2\x80\x9d (M800M),P00A_M,P00A
Asus,Commercial tablet 8\xe2\x80\x9d (R800M),P00A_M,P00A
Asus,Cube,asus_google_cube,asus_google_cube
Asus,Eee Pad,EeePad,Transformer TF101
Asus,Eee Pad,EeePad,Transformer TF101G
Asus,Eee Pad Slider,SL101,Slider SL101
Asus,Eee Pad TF101,TF101,TF101
Asus,Eee Pad TF101,TF101,Transformer TF101
Asus,Eee Pad TF101-WiMAX,TF101-WiMAX,TF101-WiMAX
Asus,Eee Pad Transformer,TF101,Transformer TF101
Asus,Eee Pad Transformer Prime,TF201,TF201
Asus,Eee Pad Transformer Prime,TF201,Transformer Prime TF201
Asus,Eee Pad Transformer Prime,TF201,Transformer TF201
Asus,EeePad Slider SL101,SL101,Slider SL101
Asus,Fonepad 7 (FE170CG),K012,K012
Asus,Fonepad 7 (FE171CG),K01N_1,K01N
Asus,Fonepad 7 (FE171CG),K01N_2,K01N
Asus,Fonepad 7 (FE171MG),K01F,K01F
Asus,Fonepad 7 (FE375CG),K019_1,K019
Asus,Fonepad 7 (FE375CXG),K019_3,K019
Asus,Fonepad 7 (FE375CXG),K019_4,K019
Asus,Fonepad 7 (ME175CG),K00Z,K00Z
Asus,Fonepad 7 (ME372CG),K00E,K00E
Asus,Fonepad 7 LTE (FE375CL),K01Q,K01Q
Asus,Fonepad 7 LTE (ME372CL),K00Y,K00Y
Asus,Fonepad 7(FE375CXG),K019_2,K019
Asus,Fonepad 8 (FE380CG),K016_1,K016
Asus,Fonepad 8 (FE380CXG),K016_2,K016
Asus,Fonepad 8 (FE380CXG),K016_3,K016
Asus,Fonepad Note 6 (ME560CG),K00G,K00G
Asus,MeMO PAD,me172v,ME172V
Asus,MeMO Pad (ME103K),K01E_1,K01E
Asus,MeMO Pad (ME103K),K01E_2,K01E
Asus,MeMO Pad 10 (ME102A),K00F,K00F
Asus,MeMO Pad 7,K013C,K013C
Asus,MeMO Pad 7 (FE7010CG),K012_2,K012_2
Asus,MeMO Pad 7 (ME170C),K017,K017
Asus,MeMO Pad 7 (ME171C),K01U_1,K01U
Asus,MeMO Pad 7 (ME171C),K01U_2,K01U
Asus,MeMO Pad 7 (ME176C),K013,K013
Asus,MeMO Pad 7 (ME176CX),K013_1,K013
Asus,MeMO Pad 7 (ME572C),K007,K007
Asus,MeMO Pad 7 (ME70C),K01A,K01A
Asus,MeMO Pad 7 LTE (ME375CL),K00X,ASUS MeMO Pad 7
Asus,MeMO Pad 7 LTE (ME572CL),K00R,K00R
Asus,MeMO Pad 7 LTE (ME7530CL),K00X_1,K00X
Asus,MeMO Pad 8 (AST21),K015,AST21
Asus,MeMO Pad 8 (ME181C),K011,K011
Asus,MeMO Pad 8 (ME181CX),K011_1,K011
Asus,MeMO Pad 8 (ME581C),K01H,K01H
Asus,MeMO Pad 8 (ME581CL),K015,K015
Asus,MeMO Pad FHD 10 (ME302KL),ME302KL,ME302KL
Asus,MeMO Pad HD 7 (ME173X),ME173X,ME173X
Asus,MeMO Pad HD 7 (ME173XX),K00U,K00U
Asus,MeMO Pad HD 8 (ME180A),K00L,K00L
Asus,MeMO Pad HD7 Dual SIM (ME175KG),ASUS-K00S,ASUS K00S
Asus,MeMo Pad 10 (ME302C),ME302C,ME302C
Asus,MeMo Pad HD 7 (ME173XX),K00U,K00U
Asus,Nexus 7 (2012),grouper,Nexus 7
Asus,Nexus 7 (2012),tilapia,Nexus 7
Asus,Nexus 7 (2013),deb,Nexus 7
Asus,Nexus 7 (2013),flo,Nexus 7
Asus,Nexus Player,fugu,Nexus Player
Asus,Nuvifone,a50,Garmin-Asus A50
Asus,PadFone,PadFone,PadFone
Asus,PadFone 2,A68,PadFone 2
Asus,PadFone E (A68M),ASUS-T008,PadFone T008
Asus,PadFone Infinity,A80,PadFone Infinity
Asus,PadFone Infinity,ASUS-A80,PadFone Infinity
Asus,PadFone Mini,ASUS-T00C,PadFone T00C
Asus,PadFone S (PF500KL),ASUS_T00N,ASUS_T00N
Asus,PadFone X (A91),ASUS-T00D,ASUS PadFone X
Asus,PadFone X mini (PF450CL),ASUS-T00S,ASUS PadFone X mini
Asus,PadFone X mini (PF450CL),ASUS-T00S,ASUS_T00T
Asus,PadFone mini,ASUS-T00C,PadFone T00C
Asus,PadFone mini,ASUS_T00E,ASUS_T00E
Asus,RTC-700A,RTC-tablet,RTC-tablet
Asus,T101TA,T10xTA,T10xTA
Asus,TF700T,TF700T,ASUS Pad TF700T
Asus,TF700T,TF700T,ASUS Transformer Pad TF700T
Asus,TX201LAF,TX201LAF,TX201LAF
Asus,The new PadFone Infinity (A86),ASUS-A86,PadFone T004
Asus,Transformer Pad,TF300T,ASUS Pad TF300T
Asus,Transformer Pad,TF300T,ASUS Transformer 300
Asus,Transformer Pad,TF300T,ASUS Transformer Pad TF300T
Asus,Transformer Pad (TF103C),K010,K010
Asus,Transformer Pad (TF103C),K010_3,K010
Asus,Transformer Pad (TF103CG),K018,K018
Asus,Transformer Pad (TF303CL),K014,K014
Asus,Transformer Pad (TF303K),K01B,K01B
Asus,Transformer Pad Infinity (TF701T),K00C,K00C
Asus,Transformer TF101G,TF101G,Transformer TF101G
Asus,X00AD_2,ASUS_X00AD_2,ASUS_X00AD
Asus,ZenFone 2 (ZE500CL),ASUS_Z00D,ASUS ZenFone 2
Asus,ZenFone 2 (ZE500CL),ASUS_Z00D,ASUS ZenFone 2E
Asus,ZenFone 2 (ZE500CL),ASUS_Z00D,Z00D
Asus,ZenFone 2 (ZE550ML),Z008_1,ASUS_Z008D
Asus,ZenFone 2 (ZE551ML),Z00A,ASUS_Z00AD
Asus,ZenFone 2 (ZE551ML),Z00A,ASUS_Z00ADA
Asus,ZenFone 2 (ZE551ML),Z00A_1,ASUS_Z00AD
Asus,ZenFone 2 (ZE551ML),Z00A_1,ASUS_Z00ADB
Asus,ZenFone 2 Laser (ZE500KG),ASUS_Z00RD_5,ASUS_Z00RD
Asus,ZenFone 2 Laser (ZE500KG),ASUS_Z00RD_7,ASUS_Z00RD
Asus,ZenFone 2 Laser (ZE500KL),ASUS_Z00E_1,ASUS_Z00ED
Asus,ZenFone 2 Laser (ZE500KL),ASUS_Z00E_2,ASUS_Z00ED
Asus,ZenFone 2 Laser (ZE500KL),ASUS_Z00E_2,ASUS_Z00EDB
Asus,ZenFone 2 Laser (ZE500KL),ASUS_Z00E_3,ASUS_Z00ED
Asus,ZenFone 2 Laser (ZE500KL),ASUS_Z00E_4,ASUS_Z00ED
Asus,ZenFone 2 Laser (ZE550KG),ASUS_Z00W_63,ASUS_Z00WD
Asus,ZenFone 2 Laser (ZE550KL),ASUS_Z00L_63,ASUS_Z00LD
Asus,ZenFone 2 Laser (ZE550KL),ASUS_Z00L_63,ASUS_Z00LDC
Asus,ZenFone 2 Laser (ZE550KL),ASUS_Z00L_63A,ASUS_Z00LD
Asus,ZenFone 2 Laser (ZE550KL),ASUS_Z00L_93,ASUS_Z00LD
Asus,ZenFone 2 Laser (ZE550KLA),ASUS_Z00L_63C,ASUS_Z00LD
Asus,ZenFone 2 Laser (ZE551KL),ASUS_Z00T,ASUS_Z00TD
Asus,ZenFone 2 Laser (ZE600KL),ASUS_Z00M,ASUS_Z00MD
Asus,ZenFone 2 Laser (ZE601KL),ASUS_Z011,ASUS_Z011D
Asus,ZenFone 2(ZE551ML),Z00A_3,ASUS_Z00AD
Asus,ZenFone 3 Deluxe (ZS550KL),ASUS_Z01F_1,ASUS_Z01FD
Asus,ZenFone 3 Deluxe (ZS570KL),Z016,ASUS_Z016DA
Asus,ZenFone 3 Deluxe (ZS570KL),Z016,ASUS_Z016S
Asus,ZenFone 3 Deluxe (ZS570KL),Z016_1,ASUS_Z016D
Asus,ZenFone 3 Max (ZC520TL),ASUS_X008,ASUS_X008D
Asus,ZenFone 3 Max (ZC520TL),ASUS_X008,ASUS_X008DA
Asus,ZenFone 3 Max (ZC520TL),ASUS_X008,ASUS_X008DB
Asus,ZenFone 3 Max (ZC520TL),ASUS_X008_1,ASUS_X008D
Asus,ZenFone 3 Max (ZC520TL),ASUS_X008_1,ASUS_X008DA
Asus,ZenFone 3 Max (ZC520TL),ASUS_X008_1,ASUS_X008DB
Asus,ZenFone 3 Max (ZC520TL),ASUS_X008_1,ASUS_X008DC
Asus,ZenFone 3 Max (ZC553KL),ASUS_X00DD,ASUS_X00DD
Asus,ZenFone 3 Max (ZC553KL),ASUS_X00DD,ASUS_X00DDA
Asus,ZenFone 3 Zoom (ZE553KL),ASUS_Z01H_1,ASUS_Z01HD
Asus,ZenFone 3 Zoom (ZE553KL),ASUS_Z01H_1,ASUS_Z01HDA
Asus,ZenFone 3(ZC551KL),Z01B_1,ASUS_Z01BDA
Asus,ZenFone 4 (A400CG),ASUS_T00I,ASUS_T00I
Asus,ZenFone 4 (A400CG),ASUS_T00I,ASUS_T00I-D
Asus,ZenFone 4 (A450CG),ASUS_T00Q,ASUS_T00Q
Asus,ZenFone 5,ASUS_T00F,ASUS_T00F
Asus,ZenFone 5,ASUS_T00J,ASUS_T00J
Asus,ZenFone 5 (A500CG),ASUS_T00F,ASUS_T00F
Asus,ZenFone 5 (A500CG),ASUS_T00F1,ASUS_T00F
Asus,ZenFone 5 (A501CG),ASUS_T00J1,ASUS_T00J
Asus,ZenFone 5 (A502CG),ASUS_T00K,ASUS_T00K
Asus,ZenFone 5 LTE (A500KL),ASUS_T00P,ASUS_T00P
Asus,ZenFone 6,ASUS_T00G,ASUS_T00G
Asus,ZenFone 6 (A600CG),ASUS_T00G,ASUS_T00G
Asus,ZenFone 6 (A601CG),ASUS_Z002,ASUS_Z002
Asus,ZenFone C (ZC451CG),ASUS_Z007,ASUS_Z007
Asus,ZenFone Go,ASUS_X013D_1,ASUS_X013DB
Asus,ZenFone Go,ASUS_X013D_2,ASUS_X013DB
Asus,ZenFone Go (ZB501KL),ASUS_A007,ASUS_A007
Asus,ZenFone Go (ZB552KL),ASUS_X007D,ASUS_X007D
Asus,ZenFone Selfie (ZD551KL),ASUS_Z00U_1,ASUS_Z00UD
Asus,ZenFone Selfie (ZD551KL),ASUS_Z00U_1,ASUS_Z00UDA
Asus,ZenFone Selfie (ZD551KL),ASUS_Z00U_2,ASUS_Z00UD
Asus,ZenFone Zoom (ZX551ML),Z00X,ASUS_Z00XS
Asus,ZenFone Zoom (ZX551ML),Z00X,ASUS_Z00XSA
Asus,ZenFone Zoom (ZX551ML),Z00X,ASUS_Z00XSB
Asus,ZenFone Zoom (ZX551ML),Z00X_1,ASUS_Z00XS
Asus,ZenFone Zoom (ZX551ML),Z00X_1,ASUS_Z00XSA
Asus,ZenFone Zoom (ZX551ML),Z00X_2,ASUS_Z00XS
Asus,ZenFone3,ASUS_Z012D,ASUS_Z012D
Asus,ZenFone3,ASUS_Z012D,ASUS_Z012DA
Asus,ZenFone3,ASUS_Z017D_1,ASUS_Z017D
Asus,ZenFone3,ASUS_Z017D_1,ASUS_Z017DA
Asus,ZenPad 10 (Z300C),P023_1,P023
Asus,ZenPad 10 (Z300C),P023_2,P023
Asus,ZenPad 10 (Z300CG),P021,P021
Asus,ZenPad 10 (Z300CG),P021_1,P021
Asus,ZenPad 10 (Z300CL),P01T_1,P01T_1
Asus,ZenPad 10 (Z300M),P00C_1,P00C
Asus,ZenPad 10 (Z300M),P00C_2,P00C
Asus,ZenPad 3 8.0,P008_1,P008
Asus,ZenPad 3 8.0,P008_2,P008
Asus,ZenPad 3S 10 LTE (Z500KL),ASUS_P00I,ASUS_P00I
Asus,ZenPad 7.0 (Z370C),P01W,P01W
Asus,ZenPad 7.0 (Z370CG),P01V_1,P01V
Asus,ZenPad 7.0 (Z370CG),P01V_2,P01V
Asus,ZenPad 7.0 (Z370KL),P002_2,P002
Asus,ZenPad 7.0(Z370KL),P002_1,P002
Asus,ZenPad 8.0 (Z380M),P00A_1,P00A
Asus,ZenPad 8.0 (Z380M),P00A_2,P00A
Asus,ZenPad C 7.0,P01Y_S,P01Y
Asus,ZenPad C 7.0,P01Y_S,P01Y_S
Asus,ZenPad C 7.0 (Z170C),P01Z,P01Z
Asus,ZenPad C 7.0 (Z170C),P01Z_2,P01Z
Asus,ZenPad C 7.0 (Z170CG),P01Y,P01Y
Asus,ZenPad C 7.0 (Z170CG),P01Y_2,P01Y
Asus,ZenPad C 7.0 (Z170MG),P001,P001
Asus,ZenPad C 7.0 (Z170MG),P001_2,P001
Asus,ZenPad S 8.0 (Z580C),P01M_2,P01M
Asus,ZenPad S 8.0 (Z580C),P01M_4,P01M
Asus,ZenPad S 8.0 (Z580C),P01M_5,P01MA
Asus,ZenPad S 8.0 (Z580CA),P01M_1,P01MA
Asus,ZenPad S 8.0 (Z580CA),P01M_3,P01MA
Asus,ZenPad S 8.0 (Z580CA),P01M_5,P01MA
Asus,ZenPad Z10,P00I,P00I
Asus,ZenPadC 7.0 (Z170MG),P001_2,P001_2
Asus,ZenWatch 2,sparrow,ASUS ZenWatch 2
Asus,ZenWatch 3,swift,ASUS ZenWatch 3
Asus,Zenbo,ASUS_ZENBO,Zenbo
Asus,Zenfone 3,ASUS_Z012D,ASUS_Z012D
Asus,Zenfone 3,ASUS_Z012D,ASUS_Z012DA
Asus,Zenfone 3,ASUS_Z012D,ASUS_Z012DE
Asus,Zenfone 3 Deluxe (ZS570KL),Z016,ASUS_Z016D
Asus,Zenfone 3 Deluxe (ZS570KL),Z016,ASUS_Z016S
Asus,Zenfone 3 Deluxe (ZS570KL),Z016_1,ASUS_Z016D
Asus,Zenfone 3 Laser,Z01B_1,ASUS_Z01BD
Asus,Zenfone 3 Laser,Z01B_1,ASUS_Z01BDC
Asus,Zenfone 3 Laser,Z01B_1,ASUS_Z01BS
Asus,Zenfone GO,ASUS_X013D_1,ASUS_X013DA
Asus,Zenfone GO,ASUS_X013D_2,ASUS_X013DA
Asus,Zenfone GO,ASUS_X014D_1,ASUS_X014D
Asus,Zenfone GO,ASUS_X014D_2,ASUS_X014D
Asus,Zenfone Go,ASUS_L001_1,ASUS_L001
Asus,Zenfone Go,ASUS_L001_2,ASUS_L001
Asus,Zenfone Go,ASUS_X009D_2,ASUS_X009DB
Asus,Zenfone Go (ASUS_X003),ASUS_X003,ASUS_X003
Asus,Zenfone Go (ASUS_X005),ASUS_X005,ASUS_X005
Asus,Zenfone Go (ASUS_X00BD),ASUS_X00BD_1,ASUS_X00BD
Asus,Zenfone Go (ASUS_Z00SD),ASUS_Z00SD,ASUS_Z00SD
Asus,Zenfone Go (ASUS_Z00VD),ASUS_Z00VD,ASUS_Z00VD
Asus,Zenfone MAX,ASUS_X00G_1,ASUS_X00GD
Asus,Zenfone MAX,ASUS_Z010,ASUS_Z010DA
Asus,Zenfone MAX,ASUS_Z010,ASUS_Z010DB
Asus,Zenfone MAX,ASUS_Z010_CD,ASUS_Z010D
Asus,Zenfone MAX,ASUS_Z010_CD,ASUS_Z010DA
Asus,Zenfone MAX (ZC550KL),ASUS_Z010,ASUS_Z010D
Asus,Zenpad 8 LTE,P024_2,P024
Asus,Zenpad 8 LTE,P024_3,P024
Asus,Zenpad 8 LTE,P024_4,P024
Asus,Zenpad 8.0 (Z380C),P022_1,P022
Asus,Zenpad 8.0 (Z380C),P022_2,P022
Asus,Zenpad 8.0 (Z380KL),P024_1,P024
Asus,\xe9\xa3\x9b\xe9\xa6\xac (T500KLC),ASUS_X003,ASUS_X003
Asus,\xe9\xa3\x9b\xe9\xa6\xac (T500TLT),ASUS_X002,ASUS_X002
Asus,\xe9\xa3\x9e\xe9\xa9\xac2 Plus(X550),ASUS_X550,ASUS_X550
AtGames-zooti,ZOOTI PAD ZT-701,ZT-701,ZT-701
Auchan,AUCHAN,Q7T9INK,Q7T9INK
Auchan,LI12210IN,LI12210IN,LI12210IN
Auchan,LI902T9IN,LI902T9IN,LI902T9IN
Auchan,Q.4514,Q4514,Q4514
Auchan,Q4S6IN4G,Q4S6IN4G,Q4S6IN4G
Auchan,Q4T10IN,Q4T10IN,Q4T10IN
Auchan,Q4T7IN,Q4T7IN,Q4T7IN
Auchan,Q4T7IN3G,Q4T7IN3G,Q4T7IN3G
Auchan,Q4T8IN,Q4T8IN,Q4T8IN
Auchan,Q5S55IN4G,Q5S55IN4G,Q5S55IN4G
Auchan,Q5S5IN4G,Q5S5IN4G,Q5S5IN4G
Auchan,Q6T10IN,Q6T10IN,Q6T10IN
Auchan,Q6T10IN4G,Q6T10IN4G,Q6T10IN4G
Auchan,Q6T7IN,Q6T7IN,Q6T7IN
Auchan,Q6T7INK,Q6T7INK,Q6T7INK
Auchan,Q7S55IN4G,Q7S55IN4G,Q7S55IN4G
Auchan,Q7S5IN4G,Q7S5IN4G,Q7S5IN4G
Auchan,Q7S5IN4GP,Q7S5IN4GP,Q7S5IN4GP
Auchan,Q7T10INP,Q7T10INP,Q7T10INP
Auchan,Q7T7INK,Q7T7INK,Q7T7INK
Auchan,Q8T10IN,Q8T10IN,Q8T10IN
Auchan,QILIVE,Q4T10INK,Q4T10INK
Auchan,S3T10IN,S3T10IN,S3T10IN
Auchan,S3T10IN3G,S3T10IN3G,S3T10IN3G
Auchan,S3T7IN,S3T7IN,S3T7IN
Auchan,S3T7IN,astar-d86,S3T7IN
Auchan,S3T7IN3G,S3T7IN3G,S3T7IN3G
Auchan,S4S5IN3G,S4S5IN3G,S4S5IN3G
Auchan,S4S5IN4G,S4S5IN4G,S4S5IN4G
Auchan,S4S6IN3G,S4S6IN3G,S4S6IN3G
Auchan,S4T10IN3G,S4T10IN3G,S4T10IN3G
Auchan,S4T7IN,S4T7IN,S4T7IN
Auchan,S4T7IN3G,S4T7IN3G,S4T7IN3G
Auchan,S4T9IN,S4T9IN,S4T9IN
Auchan,S5S4IN3G,S5S4IN3G,S5S4IN3G
